"","chr","start","end","meth.diff","strand","pvalue","qvalue","intron-start","intron-end","gene-start","gene-end","geneID","mRNA-start","mRNA-end","Genbank","Uniprot-ID","Uniprot-Accession","evalue","Product","GO-ID","GO-BP","GO-CC","GO-MF"
"244","NC_035783.1",20710046,20710046,61.1653272101033,"+",7.42699759179713e-21,7.19597914557114e-19,20709028,20712131,20697421,20716772,"111129912",20697421,20715530,"XM_022476448.1","P14925","AMD_RAT",1e-67,"peptidyl-glycine alpha-amidating monooxygenase-like","GO:0001519; GO:0001666; GO:0001676; GO:0004504; GO:0004598; GO:0005507; GO:0005509; GO:0005576; GO:0005615; GO:0005802; GO:0005886; GO:0006357; GO:0006518; GO:0007417; GO:0007507; GO:0007595; GO:0008270; GO:0009268; GO:0009404; GO:0009986; GO:0016021; GO:0018032; GO:0019538; GO:0019901; GO:0022602; GO:0030141; GO:0030658; GO:0030667; GO:0031418; GO:0032355; GO:0032956; GO:0042476; GO:0042493; GO:0043005; GO:0043025; GO:0043204; GO:0046688; GO:0048471; GO:0050708; GO:0051260; GO:0051384; GO:0060135; GO:0060173; GO:0062112","central nervous system development [GO:0007417]; fatty acid primary amide biosynthetic process [GO:0062112]; heart development [GO:0007507]; lactation [GO:0007595]; limb development [GO:0060173]; long-chain fatty acid metabolic process [GO:0001676]; maternal process involved in female pregnancy [GO:0060135]; odontogenesis [GO:0042476]; ovulation cycle process [GO:0022602]; peptide amidation [GO:0001519]; peptide metabolic process [GO:0006518]; protein amidation [GO:0018032]; protein homooligomerization [GO:0051260]; protein metabolic process [GO:0019538]; regulation of actin cytoskeleton organization [GO:0032956]; regulation of protein secretion [GO:0050708]; regulation of transcription by RNA polymerase II [GO:0006357]; response to copper ion [GO:0046688]; response to drug [GO:0042493]; response to estradiol [GO:0032355]; response to glucocorticoid [GO:0051384]; response to hypoxia [GO:0001666]; response to pH [GO:0009268]; toxin metabolic process [GO:0009404]","cell surface [GO:0009986]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]; neuronal cell body [GO:0043025]; neuron projection [GO:0043005]; perikaryon [GO:0043204]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; secretory granule [GO:0030141]; secretory granule membrane [GO:0030667]; trans-Golgi network [GO:0005802]; transport vesicle membrane [GO:0030658]","calcium ion binding [GO:0005509]; copper ion binding [GO:0005507]; L-ascorbic acid binding [GO:0031418]; peptidylamidoglycolate lyase activity [GO:0004598]; peptidylglycine monooxygenase activity [GO:0004504]; protein kinase binding [GO:0019901]; zinc ion binding [GO:0008270]"
"245","NC_035783.1",20710046,20710046,61.1653272101033,"+",7.42699759179713e-21,7.19597914557114e-19,20709028,20712131,20697421,20716772,"111129912",20697421,20716772,"XM_022476449.1","P14925","AMD_RAT",1e-67,"peptidyl-glycine alpha-amidating monooxygenase-like","GO:0001519; GO:0001666; GO:0001676; GO:0004504; GO:0004598; GO:0005507; GO:0005509; GO:0005576; GO:0005615; GO:0005802; GO:0005886; GO:0006357; GO:0006518; GO:0007417; GO:0007507; GO:0007595; GO:0008270; GO:0009268; GO:0009404; GO:0009986; GO:0016021; GO:0018032; GO:0019538; GO:0019901; GO:0022602; GO:0030141; GO:0030658; GO:0030667; GO:0031418; GO:0032355; GO:0032956; GO:0042476; GO:0042493; GO:0043005; GO:0043025; GO:0043204; GO:0046688; GO:0048471; GO:0050708; GO:0051260; GO:0051384; GO:0060135; GO:0060173; GO:0062112","central nervous system development [GO:0007417]; fatty acid primary amide biosynthetic process [GO:0062112]; heart development [GO:0007507]; lactation [GO:0007595]; limb development [GO:0060173]; long-chain fatty acid metabolic process [GO:0001676]; maternal process involved in female pregnancy [GO:0060135]; odontogenesis [GO:0042476]; ovulation cycle process [GO:0022602]; peptide amidation [GO:0001519]; peptide metabolic process [GO:0006518]; protein amidation [GO:0018032]; protein homooligomerization [GO:0051260]; protein metabolic process [GO:0019538]; regulation of actin cytoskeleton organization [GO:0032956]; regulation of protein secretion [GO:0050708]; regulation of transcription by RNA polymerase II [GO:0006357]; response to copper ion [GO:0046688]; response to drug [GO:0042493]; response to estradiol [GO:0032355]; response to glucocorticoid [GO:0051384]; response to hypoxia [GO:0001666]; response to pH [GO:0009268]; toxin metabolic process [GO:0009404]","cell surface [GO:0009986]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]; neuronal cell body [GO:0043025]; neuron projection [GO:0043005]; perikaryon [GO:0043204]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; secretory granule [GO:0030141]; secretory granule membrane [GO:0030667]; trans-Golgi network [GO:0005802]; transport vesicle membrane [GO:0030658]","calcium ion binding [GO:0005509]; copper ion binding [GO:0005507]; L-ascorbic acid binding [GO:0031418]; peptidylamidoglycolate lyase activity [GO:0004598]; peptidylglycine monooxygenase activity [GO:0004504]; protein kinase binding [GO:0019901]; zinc ion binding [GO:0008270]"
"246","NC_035783.1",20710046,20710046,61.1653272101033,"+",7.42699759179713e-21,7.19597914557114e-19,20709028,20712131,20697421,20716772,"111129912",20697421,20715530,"XM_022476448.1","P14925","AMD_RAT",2e-73,"peptidyl-glycine alpha-amidating monooxygenase-like","GO:0001519; GO:0001666; GO:0001676; GO:0004504; GO:0004598; GO:0005507; GO:0005509; GO:0005576; GO:0005615; GO:0005802; GO:0005886; GO:0006357; GO:0006518; GO:0007417; GO:0007507; GO:0007595; GO:0008270; GO:0009268; GO:0009404; GO:0009986; GO:0016021; GO:0018032; GO:0019538; GO:0019901; GO:0022602; GO:0030141; GO:0030658; GO:0030667; GO:0031418; GO:0032355; GO:0032956; GO:0042476; GO:0042493; GO:0043005; GO:0043025; GO:0043204; GO:0046688; GO:0048471; GO:0050708; GO:0051260; GO:0051384; GO:0060135; GO:0060173; GO:0062112","central nervous system development [GO:0007417]; fatty acid primary amide biosynthetic process [GO:0062112]; heart development [GO:0007507]; lactation [GO:0007595]; limb development [GO:0060173]; long-chain fatty acid metabolic process [GO:0001676]; maternal process involved in female pregnancy [GO:0060135]; odontogenesis [GO:0042476]; ovulation cycle process [GO:0022602]; peptide amidation [GO:0001519]; peptide metabolic process [GO:0006518]; protein amidation [GO:0018032]; protein homooligomerization [GO:0051260]; protein metabolic process [GO:0019538]; regulation of actin cytoskeleton organization [GO:0032956]; regulation of protein secretion [GO:0050708]; regulation of transcription by RNA polymerase II [GO:0006357]; response to copper ion [GO:0046688]; response to drug [GO:0042493]; response to estradiol [GO:0032355]; response to glucocorticoid [GO:0051384]; response to hypoxia [GO:0001666]; response to pH [GO:0009268]; toxin metabolic process [GO:0009404]","cell surface [GO:0009986]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]; neuronal cell body [GO:0043025]; neuron projection [GO:0043005]; perikaryon [GO:0043204]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; secretory granule [GO:0030141]; secretory granule membrane [GO:0030667]; trans-Golgi network [GO:0005802]; transport vesicle membrane [GO:0030658]","calcium ion binding [GO:0005509]; copper ion binding [GO:0005507]; L-ascorbic acid binding [GO:0031418]; peptidylamidoglycolate lyase activity [GO:0004598]; peptidylglycine monooxygenase activity [GO:0004504]; protein kinase binding [GO:0019901]; zinc ion binding [GO:0008270]"
"247","NC_035783.1",20710046,20710046,61.1653272101033,"+",7.42699759179713e-21,7.19597914557114e-19,20709028,20712131,20697421,20716772,"111129912",20697421,20715525,"XM_022476450.1","P08478","AMDA_XENLA",4e-71,"peptidyl-glycine alpha-amidating monooxygenase-like","GO:0004504; GO:0004598; GO:0005507; GO:0006518; GO:0016021; GO:0030658","peptide metabolic process [GO:0006518]","integral component of membrane [GO:0016021]; transport vesicle membrane [GO:0030658]","copper ion binding [GO:0005507]; peptidylamidoglycolate lyase activity [GO:0004598]; peptidylglycine monooxygenase activity [GO:0004504]"
"248","NC_035783.1",20710064,20710064,61.7194570135747,"+",7.66729460929741e-28,1.67947008777034e-25,20709028,20712131,20697421,20716772,"111129912",20697421,20716772,"XM_022476449.1","P14925","AMD_RAT",3e-73,"peptidyl-glycine alpha-amidating monooxygenase-like","GO:0001519; GO:0001666; GO:0001676; GO:0004504; GO:0004598; GO:0005507; GO:0005509; GO:0005576; GO:0005615; GO:0005802; GO:0005886; GO:0006357; GO:0006518; GO:0007417; GO:0007507; GO:0007595; GO:0008270; GO:0009268; GO:0009404; GO:0009986; GO:0016021; GO:0018032; GO:0019538; GO:0019901; GO:0022602; GO:0030141; GO:0030658; GO:0030667; GO:0031418; GO:0032355; GO:0032956; GO:0042476; GO:0042493; GO:0043005; GO:0043025; GO:0043204; GO:0046688; GO:0048471; GO:0050708; GO:0051260; GO:0051384; GO:0060135; GO:0060173; GO:0062112","central nervous system development [GO:0007417]; fatty acid primary amide biosynthetic process [GO:0062112]; heart development [GO:0007507]; lactation [GO:0007595]; limb development [GO:0060173]; long-chain fatty acid metabolic process [GO:0001676]; maternal process involved in female pregnancy [GO:0060135]; odontogenesis [GO:0042476]; ovulation cycle process [GO:0022602]; peptide amidation [GO:0001519]; peptide metabolic process [GO:0006518]; protein amidation [GO:0018032]; protein homooligomerization [GO:0051260]; protein metabolic process [GO:0019538]; regulation of actin cytoskeleton organization [GO:0032956]; regulation of protein secretion [GO:0050708]; regulation of transcription by RNA polymerase II [GO:0006357]; response to copper ion [GO:0046688]; response to drug [GO:0042493]; response to estradiol [GO:0032355]; response to glucocorticoid [GO:0051384]; response to hypoxia [GO:0001666]; response to pH [GO:0009268]; toxin metabolic process [GO:0009404]","cell surface [GO:0009986]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]; neuronal cell body [GO:0043025]; neuron projection [GO:0043005]; perikaryon [GO:0043204]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; secretory granule [GO:0030141]; secretory granule membrane [GO:0030667]; trans-Golgi network [GO:0005802]; transport vesicle membrane [GO:0030658]","calcium ion binding [GO:0005509]; copper ion binding [GO:0005507]; L-ascorbic acid binding [GO:0031418]; peptidylamidoglycolate lyase activity [GO:0004598]; peptidylglycine monooxygenase activity [GO:0004504]; protein kinase binding [GO:0019901]; zinc ion binding [GO:0008270]"
"249","NC_035783.1",20710064,20710064,61.7194570135747,"+",7.66729460929741e-28,1.67947008777034e-25,20709028,20712131,20697421,20716772,"111129912",20697421,20716772,"XM_022476449.1","P14925","AMD_RAT",1e-67,"peptidyl-glycine alpha-amidating monooxygenase-like","GO:0001519; GO:0001666; GO:0001676; GO:0004504; GO:0004598; GO:0005507; GO:0005509; GO:0005576; GO:0005615; GO:0005802; GO:0005886; GO:0006357; GO:0006518; GO:0007417; GO:0007507; GO:0007595; GO:0008270; GO:0009268; GO:0009404; GO:0009986; GO:0016021; GO:0018032; GO:0019538; GO:0019901; GO:0022602; GO:0030141; GO:0030658; GO:0030667; GO:0031418; GO:0032355; GO:0032956; GO:0042476; GO:0042493; GO:0043005; GO:0043025; GO:0043204; GO:0046688; GO:0048471; GO:0050708; GO:0051260; GO:0051384; GO:0060135; GO:0060173; GO:0062112","central nervous system development [GO:0007417]; fatty acid primary amide biosynthetic process [GO:0062112]; heart development [GO:0007507]; lactation [GO:0007595]; limb development [GO:0060173]; long-chain fatty acid metabolic process [GO:0001676]; maternal process involved in female pregnancy [GO:0060135]; odontogenesis [GO:0042476]; ovulation cycle process [GO:0022602]; peptide amidation [GO:0001519]; peptide metabolic process [GO:0006518]; protein amidation [GO:0018032]; protein homooligomerization [GO:0051260]; protein metabolic process [GO:0019538]; regulation of actin cytoskeleton organization [GO:0032956]; regulation of protein secretion [GO:0050708]; regulation of transcription by RNA polymerase II [GO:0006357]; response to copper ion [GO:0046688]; response to drug [GO:0042493]; response to estradiol [GO:0032355]; response to glucocorticoid [GO:0051384]; response to hypoxia [GO:0001666]; response to pH [GO:0009268]; toxin metabolic process [GO:0009404]","cell surface [GO:0009986]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]; neuronal cell body [GO:0043025]; neuron projection [GO:0043005]; perikaryon [GO:0043204]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; secretory granule [GO:0030141]; secretory granule membrane [GO:0030667]; trans-Golgi network [GO:0005802]; transport vesicle membrane [GO:0030658]","calcium ion binding [GO:0005509]; copper ion binding [GO:0005507]; L-ascorbic acid binding [GO:0031418]; peptidylamidoglycolate lyase activity [GO:0004598]; peptidylglycine monooxygenase activity [GO:0004504]; protein kinase binding [GO:0019901]; zinc ion binding [GO:0008270]"
"250","NC_035783.1",20710064,20710064,61.7194570135747,"+",7.66729460929741e-28,1.67947008777034e-25,20709028,20712131,20697421,20716772,"111129912",20697421,20715530,"XM_022476451.1","P08478","AMDA_XENLA",2e-152,"peptidyl-glycine alpha-amidating monooxygenase-like","GO:0004504; GO:0004598; GO:0005507; GO:0006518; GO:0016021; GO:0030658","peptide metabolic process [GO:0006518]","integral component of membrane [GO:0016021]; transport vesicle membrane [GO:0030658]","copper ion binding [GO:0005507]; peptidylamidoglycolate lyase activity [GO:0004598]; peptidylglycine monooxygenase activity [GO:0004504]"
"251","NC_035783.1",20710064,20710064,61.7194570135747,"+",7.66729460929741e-28,1.67947008777034e-25,20709028,20712131,20697421,20716772,"111129912",20697421,20715530,"XM_022476448.1","P14925","AMD_RAT",2e-73,"peptidyl-glycine alpha-amidating monooxygenase-like","GO:0001519; GO:0001666; GO:0001676; GO:0004504; GO:0004598; GO:0005507; GO:0005509; GO:0005576; GO:0005615; GO:0005802; GO:0005886; GO:0006357; GO:0006518; GO:0007417; GO:0007507; GO:0007595; GO:0008270; GO:0009268; GO:0009404; GO:0009986; GO:0016021; GO:0018032; GO:0019538; GO:0019901; GO:0022602; GO:0030141; GO:0030658; GO:0030667; GO:0031418; GO:0032355; GO:0032956; GO:0042476; GO:0042493; GO:0043005; GO:0043025; GO:0043204; GO:0046688; GO:0048471; GO:0050708; GO:0051260; GO:0051384; GO:0060135; GO:0060173; GO:0062112","central nervous system development [GO:0007417]; fatty acid primary amide biosynthetic process [GO:0062112]; heart development [GO:0007507]; lactation [GO:0007595]; limb development [GO:0060173]; long-chain fatty acid metabolic process [GO:0001676]; maternal process involved in female pregnancy [GO:0060135]; odontogenesis [GO:0042476]; ovulation cycle process [GO:0022602]; peptide amidation [GO:0001519]; peptide metabolic process [GO:0006518]; protein amidation [GO:0018032]; protein homooligomerization [GO:0051260]; protein metabolic process [GO:0019538]; regulation of actin cytoskeleton organization [GO:0032956]; regulation of protein secretion [GO:0050708]; regulation of transcription by RNA polymerase II [GO:0006357]; response to copper ion [GO:0046688]; response to drug [GO:0042493]; response to estradiol [GO:0032355]; response to glucocorticoid [GO:0051384]; response to hypoxia [GO:0001666]; response to pH [GO:0009268]; toxin metabolic process [GO:0009404]","cell surface [GO:0009986]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]; neuronal cell body [GO:0043025]; neuron projection [GO:0043005]; perikaryon [GO:0043204]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; secretory granule [GO:0030141]; secretory granule membrane [GO:0030667]; trans-Golgi network [GO:0005802]; transport vesicle membrane [GO:0030658]","calcium ion binding [GO:0005509]; copper ion binding [GO:0005507]; L-ascorbic acid binding [GO:0031418]; peptidylamidoglycolate lyase activity [GO:0004598]; peptidylglycine monooxygenase activity [GO:0004504]; protein kinase binding [GO:0019901]; zinc ion binding [GO:0008270]"
"252","NC_035783.1",20710064,20710064,61.7194570135747,"+",7.66729460929741e-28,1.67947008777034e-25,20709028,20712131,20697421,20716772,"111129912",20697421,20715525,"XM_022476450.1","P08478","AMDA_XENLA",2e-69,"peptidyl-glycine alpha-amidating monooxygenase-like","GO:0004504; GO:0004598; GO:0005507; GO:0006518; GO:0016021; GO:0030658","peptide metabolic process [GO:0006518]","integral component of membrane [GO:0016021]; transport vesicle membrane [GO:0030658]","copper ion binding [GO:0005507]; peptidylamidoglycolate lyase activity [GO:0004598]; peptidylglycine monooxygenase activity [GO:0004504]"
"253","NC_035783.1",20710064,20710064,61.7194570135747,"+",7.66729460929741e-28,1.67947008777034e-25,20709028,20712131,20697421,20716772,"111129912",20697421,20715525,"XM_022476450.1","P08478","AMDA_XENLA",4e-71,"peptidyl-glycine alpha-amidating monooxygenase-like","GO:0004504; GO:0004598; GO:0005507; GO:0006518; GO:0016021; GO:0030658","peptide metabolic process [GO:0006518]","integral component of membrane [GO:0016021]; transport vesicle membrane [GO:0030658]","copper ion binding [GO:0005507]; peptidylamidoglycolate lyase activity [GO:0004598]; peptidylglycine monooxygenase activity [GO:0004504]"
"254","NC_035783.1",20710064,20710064,61.7194570135747,"+",7.66729460929741e-28,1.67947008777034e-25,20709028,20712131,20697421,20716772,"111129912",20697421,20715530,"XM_022476448.1","P14925","AMD_RAT",1e-67,"peptidyl-glycine alpha-amidating monooxygenase-like","GO:0001519; GO:0001666; GO:0001676; GO:0004504; GO:0004598; GO:0005507; GO:0005509; GO:0005576; GO:0005615; GO:0005802; GO:0005886; GO:0006357; GO:0006518; GO:0007417; GO:0007507; GO:0007595; GO:0008270; GO:0009268; GO:0009404; GO:0009986; GO:0016021; GO:0018032; GO:0019538; GO:0019901; GO:0022602; GO:0030141; GO:0030658; GO:0030667; GO:0031418; GO:0032355; GO:0032956; GO:0042476; GO:0042493; GO:0043005; GO:0043025; GO:0043204; GO:0046688; GO:0048471; GO:0050708; GO:0051260; GO:0051384; GO:0060135; GO:0060173; GO:0062112","central nervous system development [GO:0007417]; fatty acid primary amide biosynthetic process [GO:0062112]; heart development [GO:0007507]; lactation [GO:0007595]; limb development [GO:0060173]; long-chain fatty acid metabolic process [GO:0001676]; maternal process involved in female pregnancy [GO:0060135]; odontogenesis [GO:0042476]; ovulation cycle process [GO:0022602]; peptide amidation [GO:0001519]; peptide metabolic process [GO:0006518]; protein amidation [GO:0018032]; protein homooligomerization [GO:0051260]; protein metabolic process [GO:0019538]; regulation of actin cytoskeleton organization [GO:0032956]; regulation of protein secretion [GO:0050708]; regulation of transcription by RNA polymerase II [GO:0006357]; response to copper ion [GO:0046688]; response to drug [GO:0042493]; response to estradiol [GO:0032355]; response to glucocorticoid [GO:0051384]; response to hypoxia [GO:0001666]; response to pH [GO:0009268]; toxin metabolic process [GO:0009404]","cell surface [GO:0009986]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]; neuronal cell body [GO:0043025]; neuron projection [GO:0043005]; perikaryon [GO:0043204]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; secretory granule [GO:0030141]; secretory granule membrane [GO:0030667]; trans-Golgi network [GO:0005802]; transport vesicle membrane [GO:0030658]","calcium ion binding [GO:0005509]; copper ion binding [GO:0005507]; L-ascorbic acid binding [GO:0031418]; peptidylamidoglycolate lyase activity [GO:0004598]; peptidylglycine monooxygenase activity [GO:0004504]; protein kinase binding [GO:0019901]; zinc ion binding [GO:0008270]"
