"","Genbank","V2","Uniprot","V4","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore","mRNAchromosome","Gnomon","mRNA","mRNAstart","mRNAend","V6","mRNAstrand","V8","V9","DMRchromosome","DMRstart","DMRend","DMR","Percentdiff","ID","Parent","Dbxref=GeneID","V18","V19","V20","Name","V22","V23","V24","V25","V26","V27","V28","V29","NA"
"80","XM_022453603.1","sp","P79903","OPSD_SARSP",28.85,104,63,4,760,1065,242,336,0.013,41.2,"NC_035780.1","Gnomon","mRNA",1848220,1849477,".","-",".","ID=rna150;Parent=gene91;Dbxref=GeneID:111115024,Genbank:XM_022453603.1;Name=XM_022453603.1;Note=The sequence of the model RefSeq transcript was modified relative to this genomic sequence to represent the inferred CDS: inserted 2 bases in 2 codons;exception=unclassified transcription discrepancy;gbkey=mRNA;gene=LOC111115024;model_evidence=Supporting evidence includes similarity to: 2 Proteins%2C and 99%25 coverage of the annotated genomic feature by RNAseq alignments;product=growth hormone secretagogue receptor type 1-like;transcript_id=XM_022453603.1","NC_035780.1",1885000,1885100,"DMR",51,35524,"ID=rna150","Parent=gene91","Dbxref=GeneID",111115024,"Genbank","Name=XM_022453603.1","Note=The sequence of the model RefSeq transcript was modified relative to this genomic sequence to represent the inferred CDS"," inserted 2 bases in 2 codons","exception=unclassified transcription discrepancy","gbkey=mRNA","gene=LOC111115024","model_evidence=Supporting evidence includes similarity to"," 2 Proteins%2C and 99%25 coverage of the annotated genomic feature by RNAseq alignments","product=growth hormone secretagogue receptor type 1-like","transcript_id=XM_022453603.1"
"81","XM_022454129.1","sp","Q01622","HLOX2_HELRO",75.44,114,14,3,539,844,173,284,1e-42,164,"NC_035780.1","Gnomon","mRNA",1389975,1399847,".","+",".","ID=rna134;Parent=gene75;Dbxref=GeneID:111115406,Genbank:XM_022454129.1;Name=XM_022454129.1;gbkey=mRNA;gene=LOC111115406;model_evidence=Supporting evidence includes similarity to: 15 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 22 samples with support for all annotated introns;product=homeobox protein Hox-B6a-like;transcript_id=XM_022454129.1","NC_035780.1",1885000,1885100,"DMR",51,485154,"ID=rna134","Parent=gene75","Dbxref=GeneID",111115406,"Genbank","Name=XM_022454129.1","gbkey=mRNA","gene=LOC111115406","model_evidence=Supporting evidence includes similarity to"," 15 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 22 samples with support for all annotated introns","product=homeobox protein Hox-B6a-like","transcript_id=XM_022454129.1","","",""
"82","XM_022454874.1","sp","Q86DA5","SARM1_CAEEL",42.86,49,28,0,1455,1601,611,659,2e-04,48.5,"NC_035780.1","Gnomon","mRNA",860083,865303,".","-",".","ID=rna100;Parent=gene52;Dbxref=GeneID:111115921,Genbank:XM_022454874.1;Name=XM_022454874.1;gbkey=mRNA;gene=LOC111115921;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 17 samples with support for all annotated introns;product=uncharacterized LOC111115921%2C transcript variant X1;transcript_id=XM_022454874.1","NC_035780.1",573700,573800,"DMR",52,-286283,"ID=rna100","Parent=gene52","Dbxref=GeneID",111115921,"Genbank","Name=XM_022454874.1","gbkey=mRNA","gene=LOC111115921","model_evidence=Supporting evidence includes similarity to"," 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 17 samples with support for all annotated introns","product=uncharacterized LOC111115921%2C transcript variant X1","transcript_id=XM_022454874.1","","",""
"83","XM_022454956.1","sp","Q86DA5","SARM1_CAEEL",42.86,49,28,0,1455,1601,611,659,2e-04,48.5,"NC_035780.1","Gnomon","mRNA",860083,865303,".","-",".","ID=rna99;Parent=gene52;Dbxref=GeneID:111115921,Genbank:XM_022454956.1;Name=XM_022454956.1;gbkey=mRNA;gene=LOC111115921;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments;product=uncharacterized LOC111115921%2C transcript variant X2;transcript_id=XM_022454956.1","NC_035780.1",573700,573800,"DMR",52,-286283,"ID=rna99","Parent=gene52","Dbxref=GeneID",111115921,"Genbank","Name=XM_022454956.1","gbkey=mRNA","gene=LOC111115921","model_evidence=Supporting evidence includes similarity to"," 100%25 coverage of the annotated genomic feature by RNAseq alignments","product=uncharacterized LOC111115921%2C transcript variant X2","transcript_id=XM_022454956.1","","",""
"84","XM_022455467.1","sp","O35015","YNGK_BACSU",38.39,508,279,11,54,1493,3,504,8e-103,325,"NC_035780.1","Gnomon","mRNA",866950,870208,".","+",".","ID=rna101;Parent=gene53;Dbxref=GeneID:111116467,Genbank:XM_022455467.1;Name=XM_022455467.1;gbkey=mRNA;gene=LOC111116467;model_evidence=Supporting evidence includes similarity to: 1 EST%2C 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 19 samples with support for all annotated introns;product=UPF0748 protein YngK-like;transcript_id=XM_022455467.1","NC_035780.1",573700,573800,"DMR",52,-293150,"ID=rna101","Parent=gene53","Dbxref=GeneID",111116467,"Genbank","Name=XM_022455467.1","gbkey=mRNA","gene=LOC111116467","model_evidence=Supporting evidence includes similarity to"," 1 EST%2C 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 19 samples with support for all annotated introns","product=UPF0748 protein YngK-like","transcript_id=XM_022455467.1","","",""
"85","XM_022456873.1","sp","O15118","NPC1_HUMAN",50.97,1293,570,20,230,4069,25,1266,0,1192,"NC_035780.1","Gnomon","mRNA",394983,409280,".","-",".","ID=rna37;Parent=gene27;Dbxref=GeneID:111117672,Genbank:XM_022456873.1;Name=XM_022456873.1;Note=The sequence of the model RefSeq transcript was modified relative to this genomic sequence to represent the inferred CDS: inserted 1 base in 1 codon;exception=unclassified transcription discrepancy;gbkey=mRNA;gene=LOC111117672;model_evidence=Supporting evidence includes similarity to: 6 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 24 samples with support for all annotated introns;product=Niemann-Pick C1 protein-like;transcript_id=XM_022456873.1","NC_035780.1",571100,571200,"DMR",58,161821,"ID=rna37","Parent=gene27","Dbxref=GeneID",111117672,"Genbank","Name=XM_022456873.1","Note=The sequence of the model RefSeq transcript was modified relative to this genomic sequence to represent the inferred CDS"," inserted 1 base in 1 codon","exception=unclassified transcription discrepancy","gbkey=mRNA","gene=LOC111117672","model_evidence=Supporting evidence includes similarity to"," 6 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 24 samples with support for all annotated introns","product=Niemann-Pick C1 protein-like","transcript_id=XM_022456873.1"
"86","XM_022457001.1","sp","P56941","NPC1_PIG",49.38,1282,620,15,153,3959,8,1273,0,1154,"NC_035780.1","Gnomon","mRNA",380454,392035,".","-",".","ID=rna36;Parent=gene26;Dbxref=GeneID:111117743,Genbank:XM_022457001.1;Name=XM_022457001.1;gbkey=mRNA;gene=LOC111117743;model_evidence=Supporting evidence includes similarity to: 5 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 20 samples with support for all annotated introns;product=Niemann-Pick C1 protein-like;transcript_id=XM_022457001.1","NC_035780.1",571100,571200,"DMR",58,179066,"ID=rna36","Parent=gene26","Dbxref=GeneID",111117743,"Genbank","Name=XM_022457001.1","gbkey=mRNA","gene=LOC111117743","model_evidence=Supporting evidence includes similarity to"," 5 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 20 samples with support for all annotated introns","product=Niemann-Pick C1 protein-like","transcript_id=XM_022457001.1","","",""
"87","XM_022457866.1","sp","O42163","COCH_CHICK",25.75,167,111,4,170,670,160,313,6e-08,60.1,"NC_035780.1","Gnomon","mRNA",927409,934670,".","-",".","ID=rna110;Parent=gene61;Dbxref=GeneID:111118408,Genbank:XM_022457866.1;Name=XM_022457866.1;gbkey=mRNA;gene=LOC111118408;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 13 samples with support for all annotated introns;product=uncharacterized LOC111118408;transcript_id=XM_022457866.1","NC_035780.1",573700,573800,"DMR",52,-353609,"ID=rna110","Parent=gene61","Dbxref=GeneID",111118408,"Genbank","Name=XM_022457866.1","gbkey=mRNA","gene=LOC111118408","model_evidence=Supporting evidence includes similarity to"," 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 13 samples with support for all annotated introns","product=uncharacterized LOC111118408","transcript_id=XM_022457866.1","","",""
"88","XM_022458490.1","sp","Q7N5W3","Y1816_PHOLL",21.91,178,109,6,177,707,88,236,0.014,40.4,"NC_035780.1","Gnomon","mRNA",957969,963092,".","-",".","ID=rna114;Parent=gene63;Dbxref=GeneID:111118838,Genbank:XM_022458490.1;Name=XM_022458490.1;gbkey=mRNA;gene=LOC111118838;model_evidence=Supporting evidence includes similarity to: 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 23 samples with support for all annotated introns;product=uncharacterized LOC111118838%2C transcript variant X1;transcript_id=XM_022458490.1","NC_035780.1",573700,573800,"DMR",52,-384169,"ID=rna114","Parent=gene63","Dbxref=GeneID",111118838,"Genbank","Name=XM_022458490.1","gbkey=mRNA","gene=LOC111118838","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 23 samples with support for all annotated introns","product=uncharacterized LOC111118838%2C transcript variant X1","transcript_id=XM_022458490.1","","",""
"89","XM_022458500.1","sp","Q7N5W3","Y1816_PHOLL",22.6,177,108,6,179,706,88,236,0.001,43.9,"NC_035780.1","Gnomon","mRNA",957967,963094,".","-",".","ID=rna113;Parent=gene63;Dbxref=GeneID:111118838,Genbank:XM_022458500.1;Name=XM_022458500.1;gbkey=mRNA;gene=LOC111118838;model_evidence=Supporting evidence includes similarity to: 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 20 samples with support for all annotated introns;product=uncharacterized LOC111118838%2C transcript variant X2;transcript_id=XM_022458500.1","NC_035780.1",573700,573800,"DMR",52,-384167,"ID=rna113","Parent=gene63","Dbxref=GeneID",111118838,"Genbank","Name=XM_022458500.1","gbkey=mRNA","gene=LOC111118838","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 20 samples with support for all annotated introns","product=uncharacterized LOC111118838%2C transcript variant X2","transcript_id=XM_022458500.1","","",""
"90","XM_022458516.1","sp","Q9CQM5","TXD17_MOUSE",54.55,121,53,1,68,430,5,123,5e-43,144,"NC_035780.1","Gnomon","mRNA",962702,964602,".","+",".","ID=rna115;Parent=gene64;Dbxref=GeneID:111118844,Genbank:XM_022458516.1;Name=XM_022458516.1;gbkey=mRNA;gene=LOC111118844;model_evidence=Supporting evidence includes similarity to: 1 EST%2C 4 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 27 samples with support for all annotated introns;product=thioredoxin domain-containing protein 17-like;transcript_id=XM_022458516.1","NC_035780.1",573700,573800,"DMR",52,-388902,"ID=rna115","Parent=gene64","Dbxref=GeneID",111118844,"Genbank","Name=XM_022458516.1","gbkey=mRNA","gene=LOC111118844","model_evidence=Supporting evidence includes similarity to"," 1 EST%2C 4 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 27 samples with support for all annotated introns","product=thioredoxin domain-containing protein 17-like","transcript_id=XM_022458516.1","","",""
"91","XM_022459483.1","sp","P30731","GPR83_MOUSE",25.84,329,213,9,544,1491,58,368,3e-12,72.8,"NC_035780.1","Gnomon","mRNA",366837,370670,".","+",".","ID=rna34;Parent=gene24;Dbxref=GeneID:111119377,Genbank:XM_022459483.1;Name=XM_022459483.1;gbkey=mRNA;gene=LOC111119377;model_evidence=Supporting evidence includes similarity to: 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 20 samples with support for all annotated introns;product=probable G-protein coupled receptor 83;transcript_id=XM_022459483.1","NC_035780.1",571100,571200,"DMR",58,200431,"ID=rna34","Parent=gene24","Dbxref=GeneID",111119377,"Genbank","Name=XM_022459483.1","gbkey=mRNA","gene=LOC111119377","model_evidence=Supporting evidence includes similarity to"," 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 20 samples with support for all annotated introns","product=probable G-protein coupled receptor 83","transcript_id=XM_022459483.1","","",""
"92","XM_022459546.1","sp","Q8CI17","MB213_MOUSE",26.09,138,81,6,1089,1460,277,407,0.35,38.1,"NC_035780.1","Gnomon","mRNA",1874661,1878188,".","+",".","ID=rna153;Parent=gene93;Dbxref=GeneID:111119406,Genbank:XM_022459546.1;Name=XM_022459546.1;gbkey=mRNA;gene=LOC111119406;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 11 samples with support for all annotated introns;product=uncharacterized LOC111119406;transcript_id=XM_022459546.1","NC_035780.1",1885000,1885100,"DMR",51,6813,"ID=rna153","Parent=gene93","Dbxref=GeneID",111119406,"Genbank","Name=XM_022459546.1","gbkey=mRNA","gene=LOC111119406","model_evidence=Supporting evidence includes similarity to"," 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 11 samples with support for all annotated introns","product=uncharacterized LOC111119406","transcript_id=XM_022459546.1","","",""
"93","XM_022461698.1","sp","Q96AT9","RPE_HUMAN",66.67,219,72,1,65,718,5,223,9e-93,283,"NC_035780.1","Gnomon","mRNA",99840,106460,".","+",".","ID=rna5;Parent=gene4;Dbxref=GeneID:111120752,Genbank:XM_022461698.1;Name=XM_022461698.1;gbkey=mRNA;gene=LOC111120752;model_evidence=Supporting evidence includes similarity to: 10 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 27 samples with support for all annotated introns;product=ribulose-phosphate 3-epimerase-like;transcript_id=XM_022461698.1","NC_035780.1",571100,571200,"DMR",58,464641,"ID=rna5","Parent=gene4","Dbxref=GeneID",111120752,"Genbank","Name=XM_022461698.1","gbkey=mRNA","gene=LOC111120752","model_evidence=Supporting evidence includes similarity to"," 10 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 27 samples with support for all annotated introns","product=ribulose-phosphate 3-epimerase-like","transcript_id=XM_022461698.1","","",""
"94","XM_022462163.1","sp","F1R983","CTIP_DANRE",45.05,111,57,2,2399,2731,544,650,3e-19,97.1,"NC_035780.1","Gnomon","mRNA",663525,671754,".","-",".","ID=rna72;Parent=gene39;Dbxref=GeneID:111121058,Genbank:XM_022462163.1;Name=XM_022462163.1;gbkey=mRNA;gene=LOC111121058;model_evidence=Supporting evidence includes similarity to: 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 7 samples with support for all annotated introns;product=uncharacterized LOC111121058;transcript_id=XM_022462163.1","NC_035780.1",573700,573800,"DMR",52,-89725,"ID=rna72","Parent=gene39","Dbxref=GeneID",111121058,"Genbank","Name=XM_022462163.1","gbkey=mRNA","gene=LOC111121058","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 7 samples with support for all annotated introns","product=uncharacterized LOC111121058","transcript_id=XM_022462163.1","","",""
"95","XM_022463128.1","sp","P34416","LASP1_CAEEL",35,100,65,0,181,480,25,124,8e-12,71.2,"NC_035780.1","Gnomon","mRNA",2028071,2046721,".","-",".","ID=rna180;Parent=gene107;Dbxref=GeneID:111121733,Genbank:XM_022463128.1;Name=XM_022463128.1;gbkey=mRNA;gene=LOC111121733;model_evidence=Supporting evidence includes similarity to: 4 ESTs%2C 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 3 samples with support for all annotated introns;product=LIM and SH3 domain protein 1-like%2C transcript variant X1;transcript_id=XM_022463128.1","NC_035780.1",1933500,1933600,"DMR",53,-94471,"ID=rna180","Parent=gene107","Dbxref=GeneID",111121733,"Genbank","Name=XM_022463128.1","gbkey=mRNA","gene=LOC111121733","model_evidence=Supporting evidence includes similarity to"," 4 ESTs%2C 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 3 samples with support for all annotated introns","product=LIM and SH3 domain protein 1-like%2C transcript variant X1","transcript_id=XM_022463128.1","","",""
