"","Genbank","V2","Uniprot","V4","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore","DMRchromosome","DMRstart","DMRend","DMRstrand","V5","mRNAchromosome","Gnomon","mRNA","mRNAstart","mRNAend","V11","mRNAstrand","V13","ID","Parent","Dbxref=GeneID","V17","V18","Name","V21","V22","V23","V24","V25","V26","V27","V28","V29"
"128","XM_022443877.1","sp","Q7Z6Z7","HUWE1_HUMAN",76.04,530,119,3,11733,13310,3849,4374,0,859,"NC_035787.1",48392300,48392400,"DMR",-50,"NC_035787.1","Gnomon","mRNA",48329451,48401732,".","+",".","ID=rna54291","Parent=gene31416","Dbxref=GeneID",111108202,"Genbank","Name=XM_022443877.1","gbkey=mRNA","gene=LOC111108202","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 14 samples with support for all annotated introns","product=E3 ubiquitin-protein ligase HUWE1-like%2C transcript variant X4","transcript_id=XM_022443877.1","","",""
"129","XM_022443877.1","sp","Q7Z6Z7","HUWE1_HUMAN",43.68,174,76,5,7692,8168,2511,2677,2e-29,134,"NC_035787.1",48392300,48392400,"DMR",-50,"NC_035787.1","Gnomon","mRNA",48329451,48401732,".","+",".","ID=rna54291","Parent=gene31416","Dbxref=GeneID",111108202,"Genbank","Name=XM_022443877.1","gbkey=mRNA","gene=LOC111108202","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 14 samples with support for all annotated introns","product=E3 ubiquitin-protein ligase HUWE1-like%2C transcript variant X4","transcript_id=XM_022443877.1","","",""
"130","XM_022443877.1","sp","Q7Z6Z7","HUWE1_HUMAN",52.66,2353,917,38,117,6872,5,2261,0,2246,"NC_035787.1",48392300,48392400,"DMR",-50,"NC_035787.1","Gnomon","mRNA",48329451,48401732,".","+",".","ID=rna54291","Parent=gene31416","Dbxref=GeneID",111108202,"Genbank","Name=XM_022443877.1","gbkey=mRNA","gene=LOC111108202","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 14 samples with support for all annotated introns","product=E3 ubiquitin-protein ligase HUWE1-like%2C transcript variant X4","transcript_id=XM_022443877.1","","",""
"131","XM_022443877.1","sp","Q7Z6Z7","HUWE1_HUMAN",49.5,501,202,13,9198,10610,2964,3443,3e-90,335,"NC_035787.1",48392300,48392400,"DMR",-50,"NC_035787.1","Gnomon","mRNA",48329451,48401732,".","+",".","ID=rna54291","Parent=gene31416","Dbxref=GeneID",111108202,"Genbank","Name=XM_022443877.1","gbkey=mRNA","gene=LOC111108202","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 14 samples with support for all annotated introns","product=E3 ubiquitin-protein ligase HUWE1-like%2C transcript variant X4","transcript_id=XM_022443877.1","","",""
"132","XM_022443877.1","sp","Q7Z6Z7","HUWE1_HUMAN",51.46,171,75,3,10929,11417,3578,3748,2e-35,154,"NC_035787.1",48392300,48392400,"DMR",-50,"NC_035787.1","Gnomon","mRNA",48329451,48401732,".","+",".","ID=rna54291","Parent=gene31416","Dbxref=GeneID",111108202,"Genbank","Name=XM_022443877.1","gbkey=mRNA","gene=LOC111108202","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 14 samples with support for all annotated introns","product=E3 ubiquitin-protein ligase HUWE1-like%2C transcript variant X4","transcript_id=XM_022443877.1","","",""
"133","XM_022443878.1","sp","Q7Z6Z7","HUWE1_HUMAN",76.04,530,119,3,11724,13301,3849,4374,0,859,"NC_035787.1",48392300,48392400,"DMR",-50,"NC_035787.1","Gnomon","mRNA",48329451,48401732,".","+",".","ID=rna54287","Parent=gene31416","Dbxref=GeneID",111108202,"Genbank","Name=XM_022443878.1","gbkey=mRNA","gene=LOC111108202","model_evidence=Supporting evidence includes similarity to"," 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 15 samples with support for all annotated introns","product=E3 ubiquitin-protein ligase HUWE1-like%2C transcript variant X5","transcript_id=XM_022443878.1","","",""
"134","XM_022443878.1","sp","Q7Z6Z7","HUWE1_HUMAN",43.5,177,78,5,7674,8159,2508,2677,6e-30,136,"NC_035787.1",48392300,48392400,"DMR",-50,"NC_035787.1","Gnomon","mRNA",48329451,48401732,".","+",".","ID=rna54287","Parent=gene31416","Dbxref=GeneID",111108202,"Genbank","Name=XM_022443878.1","gbkey=mRNA","gene=LOC111108202","model_evidence=Supporting evidence includes similarity to"," 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 15 samples with support for all annotated introns","product=E3 ubiquitin-protein ligase HUWE1-like%2C transcript variant X5","transcript_id=XM_022443878.1","","",""
"135","XM_022443878.1","sp","Q7Z6Z7","HUWE1_HUMAN",52.59,2356,917,39,117,6881,5,2261,0,2241,"NC_035787.1",48392300,48392400,"DMR",-50,"NC_035787.1","Gnomon","mRNA",48329451,48401732,".","+",".","ID=rna54287","Parent=gene31416","Dbxref=GeneID",111108202,"Genbank","Name=XM_022443878.1","gbkey=mRNA","gene=LOC111108202","model_evidence=Supporting evidence includes similarity to"," 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 15 samples with support for all annotated introns","product=E3 ubiquitin-protein ligase HUWE1-like%2C transcript variant X5","transcript_id=XM_022443878.1","","",""
"136","XM_022443878.1","sp","Q7Z6Z7","HUWE1_HUMAN",49.5,501,202,13,9189,10601,2964,3443,3e-90,335,"NC_035787.1",48392300,48392400,"DMR",-50,"NC_035787.1","Gnomon","mRNA",48329451,48401732,".","+",".","ID=rna54287","Parent=gene31416","Dbxref=GeneID",111108202,"Genbank","Name=XM_022443878.1","gbkey=mRNA","gene=LOC111108202","model_evidence=Supporting evidence includes similarity to"," 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 15 samples with support for all annotated introns","product=E3 ubiquitin-protein ligase HUWE1-like%2C transcript variant X5","transcript_id=XM_022443878.1","","",""
"137","XM_022443878.1","sp","Q7Z6Z7","HUWE1_HUMAN",51.46,171,75,3,10920,11408,3578,3748,2e-35,154,"NC_035787.1",48392300,48392400,"DMR",-50,"NC_035787.1","Gnomon","mRNA",48329451,48401732,".","+",".","ID=rna54287","Parent=gene31416","Dbxref=GeneID",111108202,"Genbank","Name=XM_022443878.1","gbkey=mRNA","gene=LOC111108202","model_evidence=Supporting evidence includes similarity to"," 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 15 samples with support for all annotated introns","product=E3 ubiquitin-protein ligase HUWE1-like%2C transcript variant X5","transcript_id=XM_022443878.1","","",""
"138","XM_022443879.1","sp","Q7Z6Z7","HUWE1_HUMAN",49.5,501,202,13,9111,10523,2964,3443,2e-90,336,"NC_035787.1",48392300,48392400,"DMR",-50,"NC_035787.1","Gnomon","mRNA",48329451,48401732,".","+",".","ID=rna54290","Parent=gene31416","Dbxref=GeneID",111108202,"Genbank","Name=XM_022443879.1","gbkey=mRNA","gene=LOC111108202","model_evidence=Supporting evidence includes similarity to"," 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 14 samples with support for all annotated introns","product=E3 ubiquitin-protein ligase HUWE1-like%2C transcript variant X6","transcript_id=XM_022443879.1","","",""
"139","XM_022443879.1","sp","Q7Z6Z7","HUWE1_HUMAN",59.46,1433,476,21,117,4346,5,1355,0,1642,"NC_035787.1",48392300,48392400,"DMR",-50,"NC_035787.1","Gnomon","mRNA",48329451,48401732,".","+",".","ID=rna54290","Parent=gene31416","Dbxref=GeneID",111108202,"Genbank","Name=XM_022443879.1","gbkey=mRNA","gene=LOC111108202","model_evidence=Supporting evidence includes similarity to"," 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 14 samples with support for all annotated introns","product=E3 ubiquitin-protein ligase HUWE1-like%2C transcript variant X6","transcript_id=XM_022443879.1","","",""
"140","XM_022443879.1","sp","Q7Z6Z7","HUWE1_HUMAN",43.25,830,392,14,4521,6785,1436,2261,1e-171,604,"NC_035787.1",48392300,48392400,"DMR",-50,"NC_035787.1","Gnomon","mRNA",48329451,48401732,".","+",".","ID=rna54290","Parent=gene31416","Dbxref=GeneID",111108202,"Genbank","Name=XM_022443879.1","gbkey=mRNA","gene=LOC111108202","model_evidence=Supporting evidence includes similarity to"," 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 14 samples with support for all annotated introns","product=E3 ubiquitin-protein ligase HUWE1-like%2C transcript variant X6","transcript_id=XM_022443879.1","","",""
"141","XM_022443879.1","sp","Q7Z6Z7","HUWE1_HUMAN",76.04,530,119,3,11646,13223,3849,4374,0,860,"NC_035787.1",48392300,48392400,"DMR",-50,"NC_035787.1","Gnomon","mRNA",48329451,48401732,".","+",".","ID=rna54290","Parent=gene31416","Dbxref=GeneID",111108202,"Genbank","Name=XM_022443879.1","gbkey=mRNA","gene=LOC111108202","model_evidence=Supporting evidence includes similarity to"," 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 14 samples with support for all annotated introns","product=E3 ubiquitin-protein ligase HUWE1-like%2C transcript variant X6","transcript_id=XM_022443879.1","","",""
"142","XM_022443879.1","sp","Q7Z6Z7","HUWE1_HUMAN",43.68,174,76,5,7605,8081,2511,2677,2e-29,134,"NC_035787.1",48392300,48392400,"DMR",-50,"NC_035787.1","Gnomon","mRNA",48329451,48401732,".","+",".","ID=rna54290","Parent=gene31416","Dbxref=GeneID",111108202,"Genbank","Name=XM_022443879.1","gbkey=mRNA","gene=LOC111108202","model_evidence=Supporting evidence includes similarity to"," 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 14 samples with support for all annotated introns","product=E3 ubiquitin-protein ligase HUWE1-like%2C transcript variant X6","transcript_id=XM_022443879.1","","",""
"143","XM_022443879.1","sp","Q7Z6Z7","HUWE1_HUMAN",51.46,171,75,3,10842,11330,3578,3748,2e-35,154,"NC_035787.1",48392300,48392400,"DMR",-50,"NC_035787.1","Gnomon","mRNA",48329451,48401732,".","+",".","ID=rna54290","Parent=gene31416","Dbxref=GeneID",111108202,"Genbank","Name=XM_022443879.1","gbkey=mRNA","gene=LOC111108202","model_evidence=Supporting evidence includes similarity to"," 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 14 samples with support for all annotated introns","product=E3 ubiquitin-protein ligase HUWE1-like%2C transcript variant X6","transcript_id=XM_022443879.1","","",""
"144","XM_022444177.1","sp","P09623","DLDH_PIG",75,476,117,2,144,1565,33,508,0,732,"NC_035787.1",61149800,61149900,"DMR",-52,"NC_035787.1","Gnomon","mRNA",61140288,61162853,".","+",".","ID=rna55575","Parent=gene32190","Dbxref=GeneID",111108359,"Genbank","Name=XM_022444177.1","gbkey=mRNA","gene=LOC111108359","model_evidence=Supporting evidence includes similarity to"," 1 EST%2C 32 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 21 samples with support for all annotated introns","product=dihydrolipoyl dehydrogenase%2C mitochondrial-like","transcript_id=XM_022444177.1","","",""
"145","XM_022444295.1","sp","Q5FVJ8","SENP8_RAT",45.45,209,112,2,52,675,4,211,5e-53,185,"NC_035787.1",52112600,52112700,"DMR",-51,"NC_035787.1","Gnomon","mRNA",52108337,52115901,".","+",".","ID=rna54649","Parent=gene31644","Dbxref=GeneID",111108424,"Genbank","Name=XM_022444295.1","gbkey=mRNA","gene=LOC111108424","model_evidence=Supporting evidence includes similarity to"," 3 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 26 samples with support for all annotated introns","product=sentrin-specific protease 8-like","transcript_id=XM_022444295.1","","",""
"146","XM_022446751.1","sp","Q6DRC0","SYSC_DANRE",70.29,478,140,2,92,1522,1,477,0,670,"NC_035787.1",64535800,64535900,"DMR",-63,"NC_035787.1","Gnomon","mRNA",64533269,64542245,".","+",".","ID=rna55880","Parent=gene32400","Dbxref=GeneID",111110313,"Genbank","Name=XM_022446751.1","gbkey=mRNA","gene=LOC111110313","model_evidence=Supporting evidence includes similarity to"," 5 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 25 samples with support for all annotated introns","product=serine--tRNA ligase%2C cytoplasmic-like","transcript_id=XM_022446751.1","","",""
"147","XM_022448031.1","sp","Q9U489","LIN41_CAEEL",28.95,76,42,2,1761,1961,942,1014,3,35,"NC_035788.1",90318300,90318400,"DMR",-54,"NC_035788.1","Gnomon","mRNA",90316155,90318936,".","+",".","ID=rna63974","Parent=gene37317","Dbxref=GeneID",111111204,"Genbank","Name=XM_022448031.1","gbkey=mRNA","gene=LOC111111204","model_evidence=Supporting evidence includes similarity to"," 1 EST%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 24 samples with support for all annotated introns","product=uncharacterized LOC111111204","transcript_id=XM_022448031.1","","",""
"148","XM_022448031.1","sp","Q9U489","LIN41_CAEEL",31.94,72,44,1,1761,1961,895,966,6e-05,50.8,"NC_035788.1",90318300,90318400,"DMR",-54,"NC_035788.1","Gnomon","mRNA",90316155,90318936,".","+",".","ID=rna63974","Parent=gene37317","Dbxref=GeneID",111111204,"Genbank","Name=XM_022448031.1","gbkey=mRNA","gene=LOC111111204","model_evidence=Supporting evidence includes similarity to"," 1 EST%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 24 samples with support for all annotated introns","product=uncharacterized LOC111111204","transcript_id=XM_022448031.1","","",""
"149","XM_022448031.1","sp","Q9U489","LIN41_CAEEL",30.56,72,45,1,1761,1961,848,919,5e-04,47.4,"NC_035788.1",90318300,90318400,"DMR",-54,"NC_035788.1","Gnomon","mRNA",90316155,90318936,".","+",".","ID=rna63974","Parent=gene37317","Dbxref=GeneID",111111204,"Genbank","Name=XM_022448031.1","gbkey=mRNA","gene=LOC111111204","model_evidence=Supporting evidence includes similarity to"," 1 EST%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 24 samples with support for all annotated introns","product=uncharacterized LOC111111204","transcript_id=XM_022448031.1","","",""
"150","XM_022448112.1","sp","P79098","AMPN_BOVIN",39.12,905,517,11,3484,6132,72,964,0,639,"NC_035788.1",90709000,90709100,"DMR",-52,"NC_035788.1","Gnomon","mRNA",90649392,90725240,".","+",".","ID=rna64016","Parent=gene37338","Dbxref=GeneID",111111251,"Genbank","Name=XM_022448112.1","gbkey=mRNA","gene=LOC111111251","model_evidence=Supporting evidence includes similarity to"," 24 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 14 samples with support for all annotated introns","product=uncharacterized LOC111111251","transcript_id=XM_022448112.1","","",""
"151","XM_022448112.1","sp","P79098","AMPN_BOVIN",40.09,903,509,12,8842,11487,72,963,0,673,"NC_035788.1",90709000,90709100,"DMR",-52,"NC_035788.1","Gnomon","mRNA",90649392,90725240,".","+",".","ID=rna64016","Parent=gene37338","Dbxref=GeneID",111111251,"Genbank","Name=XM_022448112.1","gbkey=mRNA","gene=LOC111111251","model_evidence=Supporting evidence includes similarity to"," 24 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 14 samples with support for all annotated introns","product=uncharacterized LOC111111251","transcript_id=XM_022448112.1","","",""
"152","XM_022448112.1","sp","P79098","AMPN_BOVIN",40.73,906,492,14,6172,8802,72,961,0,703,"NC_035788.1",90709000,90709100,"DMR",-52,"NC_035788.1","Gnomon","mRNA",90649392,90725240,".","+",".","ID=rna64016","Parent=gene37338","Dbxref=GeneID",111111251,"Genbank","Name=XM_022448112.1","gbkey=mRNA","gene=LOC111111251","model_evidence=Supporting evidence includes similarity to"," 24 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 14 samples with support for all annotated introns","product=uncharacterized LOC111111251","transcript_id=XM_022448112.1","","",""
"153","XM_022448112.1","sp","P79098","AMPN_BOVIN",39.19,911,509,18,796,3444,71,964,0,671,"NC_035788.1",90709000,90709100,"DMR",-52,"NC_035788.1","Gnomon","mRNA",90649392,90725240,".","+",".","ID=rna64016","Parent=gene37338","Dbxref=GeneID",111111251,"Genbank","Name=XM_022448112.1","gbkey=mRNA","gene=LOC111111251","model_evidence=Supporting evidence includes similarity to"," 24 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 14 samples with support for all annotated introns","product=uncharacterized LOC111111251","transcript_id=XM_022448112.1","","",""
"154","XM_022449644.1","sp","A0JPH4","SCAP_XENLA",35.45,1450,719,34,161,4294,3,1307,0,731,"NC_035788.1",21824600,21824700,"DMR",-52,"NC_035788.1","Gnomon","mRNA",21821927,21845737,".","+",".","ID=rna58558","Parent=gene34057","Dbxref=GeneID",111112228,"Genbank","Name=XM_022449644.1","Note=The sequence of the model RefSeq transcript was modified relative to this genomic sequence to represent the inferred CDS"," inserted 7 bases in 7 codons%3B deleted 2 bases in 1 codon","exception=unclassified transcription discrepancy","gbkey=mRNA","gene=LOC111112228","model_evidence=Supporting evidence includes similarity to"," 4 Proteins%2C and 92%25 coverage of the annotated genomic feature by RNAseq alignments","product=sterol regulatory element-binding protein cleavage-activating protein-like","transcript_id=XM_022449644.1"
