chr,DMLB.start,DMLB.end,strand,pvalue,qvalue,meth.diff,Uniprot,Genbank,evalue,Product,GO
NC_035780.1,387191,387191,+,0.04007856,0.08451111,10.88202,P56941,XM_022457001.1,0,Niemann-Pick C1 protein-like,GO:0005319; GO:0005576; GO:0005635; GO:0005764; GO:0005783; GO:0005887; GO:0006486; GO:0007041; GO:0008203; GO:0008206; GO:0015485; GO:0030301; GO:0031902; GO:0032367; GO:0042632; GO:0048471; GO:1905103
NC_035780.1,63320820,63320820,+,0.0001991834,0.001139047,9.730684,O95394,XM_022451918.1,0,phosphoacetylglucosamine mutase-like,GO:0000287; GO:0004610; GO:0004614; GO:0005829; GO:0005975; GO:0006041; GO:0006048; GO:0006487; GO:0006493; GO:0007283; GO:0019255; GO:0030097
NC_035780.1,13227820,13227820,+,3.823581e-05,0.0002720199,8.060516,O95461,XM_022457257.1,0,LARGE xylosyl- and glucuronyltransferase 1-like,GO:0000139; GO:0005794; GO:0006044; GO:0006486; GO:0006493; GO:0006688; GO:0008375; GO:0009101; GO:0015020; GO:0016757; GO:0030145; GO:0030173; GO:0035252; GO:0035269; GO:0042285; GO:0043403; GO:0046716; GO:0060538
NC_035784.1,2990840,2990840,+,0.02739867,0.06367188,9.787464,O60762,XM_022483281.1,9e-147,dolichol-phosphate mannosyltransferase subunit 1-like,GO:0004169; GO:0004582; GO:0005634; GO:0005783; GO:0005789; GO:0006506; GO:0016020; GO:0018279; GO:0019348; GO:0033185; GO:0035268; GO:0035269
NC_035780.1,51104380,51104380,+,1.891929e-44,1.974971e-41,-34.73404,Q2T9J0,XM_022461034.1,1e-50,peroxisomal leader peptide-processing protease-like,GO:0002020; GO:0004252; GO:0005777; GO:0005782; GO:0005829; GO:0006508; GO:0006625; GO:0016020; GO:0016485; GO:0031998; GO:0042802; GO:0051260
NC_035785.1,32445670,32445670,+,1.45754e-13,5.439676e-12,-25.7744,O54965,XM_022432797.1,6e-60,E3 ubiquitin-protein ligase RNF13-like,GO:0004842; GO:0005637; GO:0005654; GO:0005765; GO:0005829; GO:0006511; GO:0016021; GO:0031902; GO:0043231; GO:0046872; GO:0051865; GO:0061630
NC_035781.1,28976822,28976822,+,3.411015e-10,7.400136e-09,38.00226,O88696,XM_022460309.1,2e-79,ATP-dependent Clp protease proteolytic subunit-like,GO:0004176; GO:0004252; GO:0005739; GO:0005759; GO:0006515; GO:0009368; GO:0042802; GO:0051117; GO:0051260; GO:0051603
NC_035784.1,81832456,81832456,+,3.256067e-19,2.583834e-17,-42.7417,P00504,XM_022484227.1,4e-172,aspartate aminotransferase,GO:0004069; GO:0005829; GO:0006094; GO:0006103; GO:0006114; GO:0006520; GO:0006531; GO:0006532; GO:0006536; GO:0030170; GO:0047801
NC_035782.1,66977856,66977856,+,3.838933e-07,4.516963e-06,13.1309,P48760,XM_022466757.1,2e-149,folylpolyglutamate synthase,GO:0004326; GO:0005524; GO:0005737; GO:0005739; GO:0005743; GO:0005759; GO:0005829; GO:0006536; GO:0006730; GO:0006760; GO:0008283; GO:0009396; GO:0046872; GO:0046901
NC_035783.1,36799300,36799300,+,2.043489e-08,3.169604e-07,-28.81644,Q63276,XM_022478629.1,5e-63,acyl-coenzyme A thioesterase 4-like,GO:0001889; GO:0002152; GO:0005102; GO:0005777; GO:0005829; GO:0006544; GO:0006631; GO:0006637; GO:0006699; GO:0016290; GO:0016410; GO:0019530; GO:0031100; GO:0047617; GO:0047963; GO:0052689; GO:0052815; GO:0052817; GO:0102991
NC_035782.1,12360059,12360059,+,9.662235e-11,2.315914e-09,-15.89702,Q91WT9,XM_022466336.1,0,cystathionine beta-synthase-like,GO:0001958; GO:0001974; GO:0004122; GO:0004124; GO:0005634; GO:0005737; GO:0006535; GO:0006563; GO:0006801; GO:0010749; GO:0019343; GO:0019344; GO:0019346; GO:0019825; GO:0019899; GO:0020037; GO:0021587; GO:0030170; GO:0031625; GO:0042802; GO:0042803; GO:0043066; GO:0043418; GO:0043506; GO:0046872; GO:0050421; GO:0050667; GO:0050880; GO:0051593; GO:0060135; GO:0060351; GO:0070025; GO:0070026; GO:0070814; GO:0071456; GO:0072341; GO:1904047
NC_035785.1,35656107,35656107,+,2.515357e-19,2.024379e-17,26.39176,P52590,XM_022430837.1,0,nuclear pore complex protein Nup107-like,GO:0000777; GO:0000973; GO:0005643; GO:0006406; GO:0006606; GO:0017056; GO:0031080; GO:0031965; GO:0034399; GO:0051292; GO:0072006
NC_035783.1,1277283,1277283,+,0.0003058399,0.001644166,-10.79826,Q99538,XM_022475318.1,9e-110,legumain-like,GO:0002224; GO:0003014; GO:0004197; GO:0005576; GO:0005737; GO:0005764; GO:0005770; GO:0006508; GO:0006624; GO:0007613; GO:0008233; GO:0008284; GO:0008306; GO:0010447; GO:0010629; GO:0019886; GO:0032801; GO:0035729; GO:0036021; GO:0040015; GO:0042359; GO:0043202; GO:0043524; GO:0045177; GO:0045931; GO:0048156; GO:0048471; GO:0051603; GO:0070062; GO:0071277; GO:0090026; GO:0097061; GO:0097202; GO:0097264; GO:1900273; GO:1901185; GO:1904646; GO:2001028
NC_035784.1,25927516,25927516,+,1.409994e-15,6.952173e-14,23.78644,Q5PQY6,XM_022484427.1,0,lon protease homolog 2,GO:0004176; GO:0004252; GO:0005524; GO:0005782; GO:0006515; GO:0006625; GO:0016485; GO:0016558
NC_035780.1,28360464,28360464,+,1.063045e-12,3.487895e-11,22.41541,Q9UPR0,XM_022473385.1,0,inactive phospholipase C-like protein 2,GO:0002322; GO:0002337; GO:0004435; GO:0005737; GO:0006629; GO:0007214; GO:0032228; GO:0032959; GO:0033135; GO:0035556; GO:0050811; GO:0050859; GO:0070679; GO:0120163; GO:1900122
NC_035781.1,14184913,14184913,+,8.786526e-13,2.924432e-11,-11.63802,Q3UNX5,XM_022463557.1,8e-172,acyl-coenzyme A synthetase ACSM3,GO:0003996; GO:0004321; GO:0005524; GO:0005739; GO:0005759; GO:0006633; GO:0006637; GO:0015645; GO:0046872; GO:0047760
NC_035781.1,53277453,53277453,+,2.896565e-08,4.355241e-07,13.23467,P42125,XM_022462856.1,4e-97,enoyl-CoA delta isomerase 1,GO:0004165; GO:0004300; GO:0005739; GO:0005743; GO:0005759; GO:0006635; GO:0042802
NC_035784.1,13158446,13158446,+,4.633807e-05,0.000321941,-10.12508,O14734,XM_022481046.1,1e-68,acyl-coenzyme A thioesterase 8-like,GO:0003986; GO:0005102; GO:0005782; GO:0005829; GO:0006625; GO:0006637; GO:0006699; GO:0009062; GO:0016032; GO:0016289; GO:0016290; GO:0016559; GO:0033540; GO:0033882; GO:0036109; GO:0043649; GO:0045225; GO:0047617; GO:0052689; GO:0052815
NC_035781.1,47578198,47578198,+,0.01551749,0.04114771,-15.78947,Q9NUQ2,XM_022457607.1,3e-101,1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon-like,GO:0002244; GO:0003841; GO:0005635; GO:0005739; GO:0005741; GO:0005789; GO:0006639; GO:0006644; GO:0006654; GO:0008654; GO:0016021; GO:0016024; GO:0016746
NC_035786.1,19174995,19174995,+,5.250597e-09,9.160654e-08,-22.4963,P50416,XM_022437611.1,0,carnitine O-palmitoyltransferase 1,GO:0001676; GO:0004095; GO:0005739; GO:0005741; GO:0006006; GO:0006635; GO:0006641; GO:0006853; GO:0007623; GO:0009437; GO:0014070; GO:0016020; GO:0019216; GO:0030855; GO:0031307; GO:0032000; GO:0042493; GO:0042755; GO:0042802; GO:0050796; GO:0051260; GO:0071398; GO:1990698
NC_035786.1,32526606,32526606,+,6.723016e-07,7.483111e-06,-23.82559,O08560,XM_022435694.1,1e-32,diacylglycerol kinase zeta-like,GO:0003951; GO:0004143; GO:0005524; GO:0005634; GO:0005737; GO:0005886; GO:0006654; GO:0007205; GO:0014069; GO:0016607; GO:0030027; GO:0035556; GO:0046339; GO:0046486; GO:0046834; GO:0046872; GO:0090216; GO:0098978
NC_035784.1,9482473,9482473,+,0.0001567494,0.0009271785,18.50301,O46516,XM_022488248.1,7e-43,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 4-like,GO:0003854; GO:0004769; GO:0005789; GO:0006694; GO:0008207; GO:0016021; GO:0016491; GO:0016616; GO:0021766; GO:0031966; GO:0043231; GO:0051412; GO:0102294
NC_035784.1,43020653,43020653,+,3.126804e-06,2.969576e-05,12.96608,Q14162,XM_022490469.1,1e-19,neurogenic locus notch homolog protein 3-like,GO:0004888; GO:0005044; GO:0005886; GO:0006707; GO:0006898; GO:0007155; GO:0010976; GO:0016021; GO:0016322; GO:0016358; GO:0030169; GO:0030666; GO:0048680
NC_035787.1,33119933,33119933,+,0.9651259,0.6762064,-0.1696065,O14832,XM_022442713.1,9e-149,phytanoyl-CoA dioxygenase,GO:0001561; GO:0005739; GO:0005777; GO:0005782; GO:0005829; GO:0006103; GO:0006625; GO:0006720; GO:0008198; GO:0019606; GO:0031406; GO:0031418; GO:0048037; GO:0048244; GO:0097089
NC_035787.1,72555075,72555075,+,3.663603e-14,1.488412e-12,40.59514,P05370,XM_022446455.1,0,glucose-6-phosphate 1-dehydrogenase-like,GO:0004345; GO:0005536; GO:0005634; GO:0005829; GO:0006006; GO:0006098; GO:0006695; GO:0006739; GO:0006749; GO:0009051; GO:0009898; GO:0010041; GO:0010734; GO:0014070; GO:0019322; GO:0030246; GO:0032094; GO:0034599; GO:0042803; GO:0043231; GO:0043249; GO:0043523; GO:0045471; GO:0046390; GO:0050661; GO:0051156; GO:0061052; GO:1904879; GO:2000378
NC_035785.1,40722894,40722894,+,1.814033e-35,8.604255e-33,-48.45867,O70244,XM_022433256.1,2e-24,tolloid-like protein 2,GO:0001701; GO:0005509; GO:0005765; GO:0005798; GO:0005886; GO:0005905; GO:0006766; GO:0006898; GO:0007584; GO:0008144; GO:0008203; GO:0010008; GO:0015889; GO:0016020; GO:0016324; GO:0020028; GO:0030135; GO:0030492; GO:0030666; GO:0031419; GO:0031526; GO:0032991; GO:0038023; GO:0038024; GO:0042366; GO:0042802; GO:0043202; GO:0070207
NC_035781.1,53045226,53045226,+,5.189709e-11,1.303516e-09,16.57651,Q8CFY5,XM_022457203.1,4e-91,protoheme IX farnesyltransferase,GO:0000266; GO:0004129; GO:0004311; GO:0005730; GO:0005739; GO:0005829; GO:0006784; GO:0007005; GO:0008495; GO:0008535; GO:0009060; GO:0016021; GO:0017004; GO:0018343; GO:0031966; GO:0045333; GO:0048034; GO:0070069
NC_035785.1,3923458,3923458,+,4.217266e-11,1.076166e-09,-20.4313,P11029,XM_022431547.1,0,acetyl-CoA carboxylase-like,GO:0003989; GO:0004075; GO:0005102; GO:0005524; GO:0005623; GO:0005737; GO:0006633; GO:0006810; GO:0009374; GO:0009743; GO:0010628; GO:0032810; GO:0040029; GO:0045893; GO:0046872; GO:0046966; GO:0050692; GO:0065008; GO:0070542; GO:0097066; GO:2001295
NC_035782.1,58015230,58015230,+,0.0007131992,0.003367774,-9.808059,Q4KMQ2,XM_022469980.1,4e-74,anoctamin-6-like,GO:0002407; GO:0002543; GO:0005227; GO:0005229; GO:0005244; GO:0005247; GO:0005829; GO:0005886; GO:0006812; GO:0006821; GO:0007596; GO:0009986; GO:0016020; GO:0017121; GO:0017128; GO:0030501; GO:0032060; GO:0034220; GO:0034707; GO:0034767; GO:0035579; GO:0035590; GO:0035630; GO:0035725; GO:0042803; GO:0043065; GO:0043312; GO:0045794; GO:0046931; GO:0060100; GO:0061589; GO:0061590; GO:0061591; GO:0070062; GO:0070588; GO:0070821; GO:0090026; GO:0097045; GO:1902476; GO:1903766; GO:2000353
NC_035781.1,25972859,25972859,+,1.241485e-17,8.059814e-16,18.87647,Q12791,XM_022458079.1,0,calcium-activated potassium channel slowpoke-like,GO:0001666; GO:0003779; GO:0005249; GO:0005886; GO:0005901; GO:0006813; GO:0006970; GO:0008076; GO:0015269; GO:0015271; GO:0016021; GO:0016324; GO:0030007; GO:0034465; GO:0034765; GO:0042391; GO:0042802; GO:0043065; GO:0045211; GO:0045794; GO:0046872; GO:0051592; GO:0060072; GO:0060073; GO:0060083; GO:0060087
NC_035784.1,29746422,29746422,+,4.458943e-06,4.068996e-05,-10.76462,Q9VGH7,XM_022485097.1,5e-18,chloride channel protein 2-like,GO:0003091; GO:0003097; GO:0005247; GO:0005254; GO:0005887; GO:0006821; GO:0009925; GO:0015629; GO:0016324; GO:0030321; GO:0034707; GO:0034765; GO:0035377; GO:1902476
NC_035785.1,35663778,35663778,+,0.002266444,0.008821052,7.302629,P00450,XM_022432626.1,4e-20,ceruloplasmin-like,GO:0004322; GO:0005507; GO:0005576; GO:0005615; GO:0005765; GO:0005788; GO:0005886; GO:0006825; GO:0006826; GO:0006879; GO:0043687; GO:0044267; GO:0051087; GO:0055072; GO:0070062; GO:0072562
NC_035787.1,7887683,7887683,+,0.01732337,0.04483045,7.646882,P23786,XM_022442121.1,0,carnitine O-palmitoyltransferase 2,GO:0004095; GO:0005654; GO:0005730; GO:0005739; GO:0005743; GO:0006635; GO:0006853; GO:0019216; GO:0120162
NC_035780.1,55803710,55803710,+,2.210678e-11,5.908966e-10,44.16667,Q155U0,XM_022481478.1,0,vacuolar protein sorting-associated protein 51 homolog,GO:0000938; GO:0005802; GO:0005829; GO:0006869; GO:0007030; GO:0007041; GO:0010517; GO:0015031; GO:0016020; GO:0030306; GO:0032456; GO:0042147; GO:0044241; GO:0048193; GO:0055037; GO:1990745
NC_035786.1,34737694,34737694,+,3.953876e-11,1.013099e-09,17.8515,Q61102,XM_022435315.1,0,ATP-binding cassette sub-family B member 7,GO:0005524; GO:0005739; GO:0005743; GO:0006879; GO:0016021; GO:0042626
NC_035780.1,31497382,31497382,+,7.531662e-24,1.055069e-21,-32.43464,Q6IMK3,XM_022434096.1,9e-131,dnaJ homolog subfamily C member 27-like,GO:0003924; GO:0005525; GO:0005634; GO:0006886; GO:0032482
NC_035785.1,42956043,42956043,+,1.375169e-10,3.210964e-09,19.96695,O18334,XM_022433241.1,5e-124,ras-related protein Rab6,GO:0000139; GO:0001745; GO:0003779; GO:0003924; GO:0005525; GO:0005794; GO:0006887; GO:0007293; GO:0007411; GO:0007602; GO:0008103; GO:0016192; GO:0030054; GO:0031410; GO:0031982; GO:0032482; GO:0043025; GO:0043204; GO:0045202; GO:0045451; GO:0045467; GO:0050832; GO:0060078
NC_035780.1,15890667,15890667,+,0.09602145,0.1591176,7.291667,P16157,XM_022431778.1,1e-54,uncharacterized LOC111100144,GO:0005198; GO:0005200; GO:0005634; GO:0005829; GO:0005856; GO:0005886; GO:0006887; GO:0006888; GO:0007010; GO:0007165; GO:0008093; GO:0009898; GO:0010638; GO:0014731; GO:0016020; GO:0016323; GO:0016529; GO:0019899; GO:0019903; GO:0030018; GO:0030507; GO:0030673; GO:0031430; GO:0042383; GO:0043194; GO:0044325; GO:0045199; GO:0045211; GO:0051117; GO:0072659
NC_035785.1,40055699,40055699,+,8.397197e-09,1.40889e-07,-27.52497,A1L520,XM_022433487.1,2e-108,ADP-ribosylation factor GTPase-activating protein 2-like,GO:0000139; GO:0005096; GO:0005802; GO:0006888; GO:0006890; GO:0015031; GO:0046872; GO:0048205
NC_035782.1,24609473,24609473,+,1.204176e-16,6.823309e-15,25.39629,Q96MW5,XM_022471977.1,0,conserved oligomeric Golgi complex subunit 8-like,GO:0000139; GO:0005794; GO:0006888; GO:0006891; GO:0015031; GO:0016020; GO:0017119; GO:0032588
NC_035787.1,16047097,16047097,+,1.92287e-09,3.633276e-08,-33.30396,P49702,XM_022443673.1,8e-84,glutamic acid-rich protein-like,GO:0005525; GO:0005737; GO:0005794; GO:0005886; GO:0006886; GO:0006890; GO:0006893; GO:0016192
NC_035782.1,28584865,28584865,+,0.007103862,0.02228523,19.79004,Q96RU3,XM_022466377.1,4e-112,formin-binding protein 1-like,GO:0005764; GO:0005829; GO:0005856; GO:0005886; GO:0005905; GO:0005938; GO:0006897; GO:0008289; GO:0031410; GO:0042802; GO:0061024
NC_035786.1,43235782,43235782,+,4.722265e-23,6.038749e-21,-53.29114,Q96D71,XM_022437140.1,3e-30,ralBP1-associated Eps domain-containing protein 1-like,GO:0005509; GO:0005829; GO:0005886; GO:0005905; GO:0006898; GO:0017124; GO:0061024
NC_035788.1,15399990,15399990,+,0.002467336,0.009459497,7.136827,Q4R5P1,XM_022450970.1,9e-101,ras-related protein Rab-8A-like,GO:0003924; GO:0005525; GO:0005794; GO:0005813; GO:0005814; GO:0005886; GO:0006904; GO:0006914; GO:0007409; GO:0010506; GO:0015031; GO:0017137; GO:0019003; GO:0030496; GO:0030670; GO:0031489; GO:0032869; GO:0045335; GO:0048210; GO:0055038; GO:0060271; GO:0072659; GO:0097730
NC_035788.1,91146224,91146224,+,0.003501825,0.01259418,5.234504,Q8IWW6,XM_022454710.1,7e-91,rho GTPase-activating protein 15-like,GO:0001891; GO:0002011; GO:0005096; GO:0005737; GO:0005829; GO:0006911; GO:0007015; GO:0007165; GO:0043087; GO:0051056; GO:0051058
NC_035786.1,20145566,20145566,+,3.305551e-05,0.0002397045,14.12385,Q96DA2,XM_022439475.1,3e-76,ras-related protein Rab-39B-like,GO:0003924; GO:0005525; GO:0005622; GO:0005794; GO:0005886; GO:0006886; GO:0006914; GO:0010506; GO:0016192; GO:0030659; GO:0031489; GO:0031982; GO:0032482; GO:0043005; GO:0050808
NC_035785.1,33388882,33388882,+,2.095576e-07,2.611607e-06,18.7384,Q80X95,XM_022434909.1,0,ras-related GTP-binding protein A,GO:0003924; GO:0005525; GO:0005634; GO:0005737; GO:0005764; GO:0006915; GO:0008219; GO:0009267; GO:0010506; GO:0010507; GO:0019048; GO:0031625; GO:0032008; GO:0034198; GO:0034448; GO:0034613; GO:0042268; GO:0042803; GO:0043200; GO:0045919; GO:0046982; GO:0051219; GO:0071230; GO:1903432; GO:1904263; GO:1990130; GO:1990131
NC_035786.1,7219290,7219290,+,2.720716e-06,2.62243e-05,-16.65373,Q9Y6N7,XM_022438301.1,4e-20,peroxidasin-like,GO:0002042; GO:0003148; GO:0003180; GO:0003184; GO:0003272; GO:0005737; GO:0005886; GO:0005887; GO:0006919; GO:0007155; GO:0007156; GO:0007399; GO:0007411; GO:0008046; GO:0009986; GO:0010628; GO:0010629; GO:0016199; GO:0021836; GO:0030275; GO:0030336; GO:0030424; GO:0033116; GO:0033600; GO:0035025; GO:0035385; GO:0035481; GO:0035904; GO:0042802; GO:0043406; GO:0050772; GO:0050925; GO:0060412; GO:0070100; GO:1900748
NC_035786.1,42919344,42919344,+,4.72525e-06,4.284277e-05,-13.34241,A0JMD4,XM_022439268.1,2e-151,two pore calcium channel protein 2-like,GO:0005245; GO:0005764; GO:0005765; GO:0006939; GO:0014866; GO:0016021; GO:0019722; GO:0034765; GO:0072345; GO:2000290
NC_035784.1,85507668,85507668,+,0.4601136,0.4467504,5.752688,P08913,XM_022479789.1,5e-69,alpha-2Db adrenergic receptor-like,GO:0001819; GO:0004935; GO:0004938; GO:0005737; GO:0005886; GO:0005887; GO:0006940; GO:0007186; GO:0007188; GO:0007189; GO:0007193; GO:0007265; GO:0007266; GO:0008284; GO:0010700; GO:0016323; GO:0019229; GO:0019901; GO:0030036; GO:0030168; GO:0030335; GO:0031692; GO:0031696; GO:0031996; GO:0032147; GO:0032148; GO:0032795; GO:0032811; GO:0032870; GO:0035624; GO:0042593; GO:0042803; GO:0043235; GO:0043268; GO:0043406; GO:0043410; GO:0045741; GO:0045955; GO:0046676; GO:0046982; GO:0050796; GO:0050892; GO:0050995; GO:0051044; GO:0051379; GO:0051380; GO:0051926; GO:0061179; GO:0071875; GO:0071880; GO:0071881; GO:0071882; GO:0090303; GO:1901020
NC_035784.1,86744570,86744570,+,6.073291e-26,1.07159e-23,-45.37754,Q8NFZ5,XM_022485072.1,4e-13,centrosomal protein of 55 kDa-like,GO:0005634; GO:0005654; GO:0005829; GO:0006915; GO:0006954; GO:0007249; GO:0016579; GO:0019901; GO:0023035; GO:0031593; GO:0034134; GO:0034138; GO:0034162; GO:0043032; GO:0043123; GO:0045944; GO:0046872; GO:0050821; GO:0050871; GO:0051403; GO:0070498; GO:0070530; GO:0071222; GO:2000352
NC_035784.1,39948799,39948799,+,2.508318e-19,2.019365e-17,-22.78806,Q9CR14,XM_022482749.1,3e-100,E3 ubiquitin-protein ligase FANCL-like,GO:0004842; GO:0005635; GO:0005737; GO:0006281; GO:0006513; GO:0006974; GO:0007276; GO:0016604; GO:0031625; GO:0036297; GO:0042127; GO:0043231; GO:0043240; GO:0046872; GO:0061630
NC_035783.1,34075845,34075845,+,4.892708e-08,7.010588e-07,-37.03704,Q8CIY2,XM_022476571.1,0,dual oxidase 2-like,GO:0004601; GO:0005509; GO:0005783; GO:0005886; GO:0006590; GO:0006952; GO:0006979; GO:0016174; GO:0016175; GO:0016324; GO:0019221; GO:0020037; GO:0042335; GO:0042446; GO:0042554; GO:0042744; GO:0043020; GO:0050665; GO:0051591; GO:0055114
NC_035780.1,11756966,11756966,+,0.01773552,0.04564093,8.287604,Q9BV94,XM_022433151.1,0,ER degradation-enhancing alpha-mannosidase-like protein 2,GO:0004571; GO:0005509; GO:0005783; GO:0005788; GO:0006986; GO:0016020; GO:0036509; GO:0036510; GO:0036511; GO:0036512; GO:0044322; GO:0097466; GO:1904154; GO:1904382
NC_035783.1,25204158,25204158,+,4.119014e-10,8.793142e-09,24.74019,Q5R605,XM_022477375.1,4e-66,charged multivesicular body protein 1a-like,GO:0000794; GO:0000815; GO:0005769; GO:0005815; GO:0006997; GO:0007034; GO:0007076; GO:0007080; GO:0010824; GO:0015031; GO:0016192; GO:0016363; GO:0016458; GO:0019904; GO:0042803; GO:0045786; GO:0045892; GO:0061952; GO:1901673
NC_035781.1,54805084,54805084,+,0.0001118128,0.0006932291,35.03788,Q6AYA1,XM_022460702.1,4e-45,H/ACA ribonucleoprotein complex subunit 1-like,GO:0000454; GO:0000784; GO:0001650; GO:0005697; GO:0007004; GO:0015030; GO:0031429; GO:0034513; GO:0070034; GO:0090661
NC_035783.1,27232733,27232733,+,0.4868978,0.4622018,4.284363,Q9UJZ1,XM_022473886.1,6e-129,stomatin-like protein 2,GO:0005102; GO:0005743; GO:0005758; GO:0005856; GO:0006851; GO:0006874; GO:0007005; GO:0010876; GO:0010918; GO:0019897; GO:0032623; GO:0034982; GO:0035710; GO:0042776; GO:0045121; GO:0050852; GO:0051020; GO:0051259; GO:0090297; GO:1900210; GO:1901612; GO:1990046
NC_035785.1,1291532,1291532,+,0.1857815,0.2504225,7.53782,Q12955,XM_022431041.1,6e-37,ankyrin-3-like,GO:0000281; GO:0005200; GO:0005764; GO:0005783; GO:0005794; GO:0005829; GO:0005886; GO:0006888; GO:0007009; GO:0007016; GO:0007165; GO:0007409; GO:0007528; GO:0008092; GO:0009925; GO:0009986; GO:0010628; GO:0010650; GO:0010765; GO:0010960; GO:0014704; GO:0014731; GO:0016020; GO:0016323; GO:0016328; GO:0016529; GO:0019228; GO:0030018; GO:0030315; GO:0030425; GO:0030507; GO:0030674; GO:0031594; GO:0033268; GO:0034112; GO:0042383; GO:0043001; GO:0043005; GO:0043034; GO:0043194; GO:0043266; GO:0044325; GO:0045184; GO:0045211; GO:0045296; GO:0045838; GO:0071286; GO:0071709; GO:0072659; GO:0072660; GO:0090314; GO:0099612; GO:1900827; GO:1902260; GO:2000651; GO:2001259
NC_035785.1,6813221,6813221,+,0.03451175,0.07562359,7.455299,P16157,XM_022434220.1,9e-59,ankyrin-1-like,GO:0005198; GO:0005200; GO:0005634; GO:0005829; GO:0005856; GO:0005886; GO:0006887; GO:0006888; GO:0007010; GO:0007165; GO:0008093; GO:0009898; GO:0010638; GO:0014731; GO:0016020; GO:0016323; GO:0016529; GO:0019899; GO:0019903; GO:0030018; GO:0030507; GO:0030673; GO:0031430; GO:0042383; GO:0043194; GO:0044325; GO:0045199; GO:0045211; GO:0051117; GO:0072659
NC_035786.1,27604737,27604737,+,5.342842e-05,0.0003645829,-14.24632,Q9Y5K6,XM_022436613.1,8e-43,uncharacterized LOC111103378,GO:0001726; GO:0005172; GO:0005200; GO:0005737; GO:0005886; GO:0005911; GO:0006930; GO:0007015; GO:0007049; GO:0007165; GO:0008013; GO:0008022; GO:0015629; GO:0016050; GO:0017124; GO:0030139; GO:0031941; GO:0032911; GO:0043161; GO:0044877; GO:0045296; GO:0048259; GO:0048471; GO:0050714; GO:0051058; GO:0051301; GO:0065003; GO:0070062; GO:0098609; GO:1900182; GO:2000249
NC_035781.1,9564707,9564707,+,1.216788e-30,3.644381e-28,-30.84657,Q8TD57,XM_022462034.1,0,dynein heavy chain 3,GO:0003341; GO:0003777; GO:0005524; GO:0005858; GO:0005874; GO:0007018; GO:0008569; GO:0030286; GO:0036156; GO:0045503; GO:0045505; GO:0051959; GO:0060285
